screen_id,category,total_elements,clickable_elements
19023,other,24,10
69552,other,43,11
67564,travel,40,9
21963,health,26,3
49005,other,55,2
49429,other,13,6
40309,other,21,5
5168,other,63,6
5951,other,17,1
51994,travel,43,22
47309,other,30,6
38928,other,6,1
44667,other,85,6
72027,other,60,14
52220,other,33,4
45370,news,26,1
30661,other,33,7
33242,other,14,1
41933,other,76,13
45761,other,8,1
25207,other,15,5
63100,travel,21,3
16009,other,62,4
39378,other,62,8
30547,social,6,1
71831,other,59,2
37410,other,29,9
27396,other,50,27
20520,other,14,3
30262,utility,13,1
70604,utility,47,11
10002,other,61,15
44659,other,23,15
63836,other,19,2
60116,other,29,9
65958,other,82,19
19102,other,113,22
33023,social,7,1
29223,other,22,1
41139,other,48,7
45480,other,86,7
10561,social,20,4
67510,other,18,5
42667,other,12,2
59927,food,31,7
41648,other,58,15
30013,other,67,17
10609,other,87,14
606,other,46,10
38615,other,54,8
62655,other,6,1
29601,other,32,11
49393,other,47,2
25508,other,135,13
71734,other,17,2
10487,other,27,4
46296,social,7,1
34914,other,61,21
22730,other,55,13
37383,other,34,2
47089,travel,26,4
3907,news,51,15
36282,other,5,1
26705,other,24,5
21005,other,16,2
57312,other,50,3
67288,other,10,3
69662,other,22,6
35966,other,27,6
64702,news,55,11
35210,other,22,8
24800,other,7,1
27628,other,33,12
15305,social,20,4
38056,food,65,10
51295,other,23,1
2606,other,45,12
44239,other,26,5
60505,news,43,9
62785,other,19,7
50480,food,102,22
63281,other,48,8
55962,other,25,5
55296,other,22,3
28224,other,82,18
29079,social,7,1
529,other,17,1
59133,other,52,8
45247,travel,57,17
71470,shopping,16,3
28006,other,20,3
37459,other,27,1
22690,social,33,5
66317,other,72,8
14569,other,51,25
22324,other,20,4
19133,finance,46,5
29394,other,79,8
17414,other,50,18
52057,other,19,6
8436,other,52,16
50751,other,28,3
40070,other,43,2
28244,other,40,6
56381,other,22,5
51118,other,31,5
42671,other,50,14
22678,productivity,19,4
6851,shopping,64,19
11281,other,20,2
20267,games,60,3
69348,other,107,27
45457,other,17,3
11454,finance,32,4
22564,other,89,15
16857,other,8,3
28921,travel,48,11
28028,other,91,20
8446,other,41,7
57329,other,21,2
3915,news,16,2
69234,other,17,2
10554,other,51,8
2561,other,71,17
16051,other,23,8
20133,travel,19,3
10974,other,7,1
42768,games,59,12
24589,other,31,5
32899,travel,89,18
37932,other,78,19
30785,other,54,16
61896,other,42,9
62752,other,63,12
43062,social,40,14
3478,utility,20,1
40760,games,53,7
56155,other,92,8
62245,other,43,3
71301,utility,31,4
32148,other,44,9
15367,other,27,5
65672,other,29,6
59615,other,27,2
19798,other,30,6
13745,other,37,15
27851,social,60,3
61264,other,97,7
36132,other,47,10
1479,other,22,3
71611,other,53,12
41198,news,26,4
22276,other,28,7
22949,other,77,9
6555,other,36,8
26716,other,27,5
63953,other,86,3
68248,other,101,3
64693,other,16,1
10839,other,30,10
18167,other,34,12
6075,other,5,1
57296,travel,43,5
26648,other,15,6
35618,other,40,11
60949,social,7,1
39443,other,27,7
26541,other,14,3
70343,utility,22,4
12216,other,48,10
2338,other,33,7
40579,other,20,3
58642,other,102,11
60933,other,114,17
16300,travel,39,6
44515,games,49,11
54104,other,48,11
23996,other,76,11
41366,travel,91,24
35925,games,42,10
55051,utility,49,9
30816,productivity,47,6
3162,other,51,10
20704,other,18,1
51542,shopping,53,13
58169,utility,89,11
12818,games,83,9
59253,social,7,1
46380,other,21,4
44502,other,18,3
18178,other,71,13
7282,other,24,5
41901,other,7,1
5216,other,15,4
29969,news,109,10
23352,travel,68,6
341,other,82,15
8996,social,32,11
54146,other,19,3
24625,other,53,14
17580,other,13,2
25835,other,38,2
51792,other,73,15
38849,other,18,2
31747,other,17,5
10994,social,17,7
21293,food,44,17
62432,other,14,3
28514,other,51,8
48634,games,72,14
18012,other,94,11
8276,travel,84,15
62106,other,122,33
26280,other,20,6
10598,other,20,3
12807,games,35,13
48389,other,20,2
61752,other,9,2
5572,other,22,4
41532,other,37,9
55570,other,49,8
49344,other,40,7
20477,finance,8,1
66892,other,4,1
60920,other,55,21
16004,social,7,1
26634,other,18,3
20640,other,84,18
43154,shopping,86,24
16136,other,32,4
55418,other,36,8
50833,other,44,15
32666,other,22,7
60195,other,32,7
51283,other,80,16
14000,other,27,2
13986,other,20,3
33768,other,21,5
52615,other,106,21
20384,news,123,9
9971,other,8,2
45557,other,28,10
9762,other,24,4
17228,other,22,6
18421,shopping,58,14
42395,other,13,3
25600,other,6,1
3113,other,72,20
46942,other,26,5
62071,other,73,24
67082,shopping,96,12
60018,health,7,2
33250,other,17,4
63151,shopping,23,3
39167,utility,78,18
58481,other,65,4
22997,other,78,18
8079,utility,21,3
55626,other,76,13
35175,other,44,7
33951,other,60,19
57917,health,54,10
67644,other,9,1
9458,shopping,45,10
12651,health,67,9
42202,games,54,14
56754,other,126,18
39093,games,51,2
68927,other,91,17
29711,games,6,2
45956,other,27,7
56161,other,60,9
42542,other,17,3
22803,other,45,12
47481,other,49,11
22607,other,44,5
46013,utility,19,1
33273,games,93,20
31683,other,28,4
58432,other,81,16
4109,other,50,13
28458,games,35,6
7748,news,112,30
4950,utility,51,11
46704,other,108,7
20808,social,12,2
14593,other,28,4
9139,other,28,8
20479,other,167,5
39856,news,21,8
29770,other,43,11
64097,other,94,23
6731,food,44,15
45886,other,27,3
34519,other,21,5
40162,other,29,4
10042,utility,46,8
6128,other,33,9
52129,other,24,6
8915,other,21,6
35253,travel,9,1
58509,other,19,4
2254,news,43,6
11227,other,15,1
50907,other,5,1
66527,other,43,5
34323,other,30,6
61286,other,6,1
50958,other,75,13
26014,social,7,1
31424,other,70,2
57693,other,13,2
14243,other,27,8
53549,shopping,47,5
45719,other,65,2
64074,other,57,8
35812,other,21,5
22809,other,76,24
7616,other,11,1
69642,finance,22,5
43010,other,53,11
60591,other,92,23
46511,other,15,2
70648,other,25,6
50470,food,123,27
28985,other,14,2
31578,other,13,2
37249,games,20,3
52321,other,61,10
31541,other,23,3
17420,other,25,3
16453,other,15,1
44650,other,21,4
8007,other,72,13
14456,other,8,3
12916,productivity,33,4
65136,news,57,12
72061,other,18,5
22063,news,68,19
12062,other,27,8
23582,utility,64,13
17199,utility,74,6
42207,other,97,14
22913,other,118,21
16604,other,55,11
12108,other,44,2
47749,other,64,6
52371,other,46,15
65204,other,46,14
35891,other,45,13
53525,other,19,5
42531,other,17,3
44819,other,79,12
512,other,21,2
56431,other,21,3
48974,utility,54,10
27130,shopping,66,12
13250,other,18,5
34474,other,31,6
2481,other,90,51
49991,other,54,9
57496,other,90,9
14755,other,38,8
10867,other,48,9
24011,other,18,4
53375,other,42,10
42632,other,18,4
64933,other,29,1
15350,other,18,5
9789,other,18,5
62870,travel,28,3
52185,other,6,1
14049,other,23,6
34132,other,66,11
46922,other,28,1
59168,other,88,11
37645,other,42,9
6427,other,39,10
7023,other,42,10
62423,other,38,2
56875,news,43,9
13893,other,27,9
6439,other,31,5
50703,utility,47,10
2781,finance,38,7
45008,other,18,5
12720,other,10,2
58550,finance,63,10
14725,other,37,1
65089,food,86,17
30282,games,8,3
70132,shopping,32,13
24501,travel,48,9
44410,other,47,4
16507,other,65,16
16793,other,235,64
57968,other,54,13
25495,other,18,8
45229,news,48,11
35650,other,67,6
22784,travel,6,1
9329,other,16,1
44840,other,43,6
68884,news,21,6
26636,other,19,1
47691,other,23,5
66946,other,27,6
22079,other,17,2
46947,other,18,2
59527,social,23,1
4693,other,30,7
37597,news,43,11
59336,shopping,57,22
17093,social,28,12
60623,other,47,3
52165,travel,111,8
48083,travel,20,4
3394,news,20,9
5463,social,7,1
40438,finance,31,10
56511,other,123,15
54058,productivity,231,51
38380,other,28,3
69449,utility,31,5
21260,shopping,67,18
62308,social,21,1
22177,other,18,7
46406,other,171,27
36710,other,31,4
4346,utility,15,2
32609,other,18,1
53497,other,41,7
2068,other,88,23
6830,other,55,14
4958,other,17,6
39447,other,19,5
8256,games,28,7
31033,other,33,7
46424,shopping,36,8
31758,other,19,5
65761,other,39,3
348,other,6,1
68473,utility,75,12
60485,other,33,7
68397,food,58,12
38624,utility,23,5
64547,other,26,4
58014,other,97,23
3167,other,41,7
50165,food,41,9
2613,other,18,6
4726,other,9,2
70675,other,18,2
2434,other,41,3
3500,shopping,71,14
6059,other,46,16
46433,shopping,45,9
59244,news,13,1
26972,other,58,5
34074,other,29,9
40047,other,22,4
39724,other,36,6
36442,other,54,3
10010,other,73,26
58041,other,88,6
12286,other,81,11
29067,other,53,3
49316,news,16,5
11075,other,51,15
44299,travel,43,10
19021,travel,21,2
30149,other,56,13
10423,shopping,27,6
30057,other,5,1
24888,other,23,3
24408,other,10,1
6646,other,113,21
31016,other,9,1
11427,utility,36,3
60967,food,136,38
64264,games,44,8
55655,other,18,3
7243,other,63,14
70740,games,99,17
46645,other,21,6
43891,productivity,52,10
46816,shopping,33,7
7359,news,95,22
47785,productivity,68,31
20460,utility,95,9
16320,other,45,12
7528,other,53,3
40550,other,57,10
33776,other,28,1
20546,other,76,5
7471,news,53,12
27754,other,45,6
34517,other,79,11
48470,other,19,1
69691,other,44,5
69810,other,6,1
897,other,22,8
63528,games,26,6
30055,other,30,3
1617,other,41,7
47718,other,6,1
36607,other,28,3
47629,news,54,7
24604,social,20,4
58548,finance,41,4
15166,social,92,33
68665,other,40,8
31761,other,24,5
62335,other,51,9
41986,other,13,1
21677,utility,95,14
4242,other,54,11
64520,other,42,14
55648,other,41,2
70906,other,19,3
48063,shopping,22,6
64101,other,79,20
70897,other,13,1
49285,other,55,14
52432,other,45,3
30060,other,9,2
12492,other,33,7
58336,other,30,7
71765,other,23,10
68857,other,24,4
35407,other,29,6
67271,social,13,4
61553,other,51,9
70166,other,39,10
60927,other,39,4
32420,other,77,14
70477,other,43,11
63947,other,58,22
38858,travel,49,7
3768,other,23,2
18077,other,45,11
60898,other,46,14
25183,food,70,3
59436,utility,16,1
53158,other,33,7
66058,other,23,6
49744,other,41,12
71418,other,6,1
51861,other,20,8
61370,news,32,2
5175,other,31,2
7129,other,47,14
13615,other,38,10
30336,shopping,10,1
44727,other,43,9
12752,other,56,18
9459,shopping,115,15
45777,other,23,6
47366,other,16,5
20044,other,60,9
319,other,45,7
43309,other,92,15
56206,utility,31,3
24818,other,52,10
71389,other,8,3
13353,other,29,1
54579,other,11,2
58382,other,18,3
36167,other,13,2
39602,other,131,13
59767,other,14,1
49279,other,22,3
48004,other,29,6
43461,other,28,6
6867,other,18,2
2490,news,163,34
38713,utility,47,8
29405,other,19,5
61934,other,61,11
36255,other,29,6
19944,other,21,1
18830,travel,31,9
32529,health,63,2
1551,other,35,10
41568,other,86,11
47774,productivity,52,19
59289,other,25,8
13276,other,33,7
46292,other,29,9
36570,games,6,1
27602,other,42,4
15679,other,45,10
36528,games,9,2
71690,utility,63,14
69952,other,20,3
61145,other,38,10
56212,other,18,2
18708,utility,98,13
60348,other,66,6
19002,other,106,6
41882,other,48,3
47000,other,37,3
23315,social,5,1
70971,other,14,2
36316,other,72,12
53126,other,121,15
47768,other,67,6
23187,other,80,22
47125,other,66,9
50648,other,17,1
58663,productivity,68,8
4472,other,14,2
26475,other,15,3
26231,utility,31,3
14805,other,51,12
27836,other,23,6
61331,other,35,10
38593,other,45,18
31668,other,8,3
55300,news,62,9
48050,other,5,1
16010,other,55,10
69214,other,5,1
54452,other,6,1
3750,other,45,8
38156,other,19,2
34397,other,20,7
70557,news,43,8
71120,shopping,13,6
31426,other,32,11
72032,other,10,2
49198,food,57,11
68965,other,60,15
11600,other,53,6
60855,other,21,4
3034,other,60,17
71009,other,57,2
3340,other,78,11
50661,other,35,7
71019,other,5,1
62987,other,11,1
7674,other,4,1
51143,other,87,14
1978,other,31,5
8745,travel,30,6
12984,other,29,6
64011,social,7,1
25667,other,97,16
23409,health,33,7
55367,other,17,4
34924,utility,57,14
67275,social,45,9
60081,other,38,6
58184,shopping,64,10
66274,social,7,1
15745,other,8,3
17544,other,12,3
58914,other,43,2
13640,other,37,16
26277,other,20,5
51011,other,26,4
19922,social,50,12
64956,other,29,4
64140,other,93,3
2928,other,47,7
1091,other,65,23
32988,other,7,1
55954,other,71,17
6751,other,43,16
17472,other,15,2
30366,other,19,5
9118,other,86,16
41260,other,32,8
11490,other,52,12
32260,other,22,12
24028,other,40,8
58940,other,15,7
45657,other,29,4
24208,shopping,24,1
23684,other,20,5
46189,other,80,10
44654,utility,20,1
59602,other,120,5
6893,news,23,4
7397,other,64,11
42032,games,13,5
51135,other,34,6
9696,other,18,1
19445,utility,36,5
56034,other,33,8
56268,other,19,5
54240,other,19,7
11200,other,44,10
35093,other,13,5
4852,other,53,2
53915,other,24,5
44877,social,21,2
12898,other,21,1
27100,other,69,8
21506,other,51,4
14004,other,184,37
29039,other,72,7
23479,food,52,5
62109,other,54,13
56130,games,58,11
50766,other,13,1
28190,utility,67,17
13551,other,20,5
40850,other,40,11
53283,games,56,14
10562,other,70,17
14451,other,155,31
8131,other,69,13
53699,other,43,9
28192,other,5,1
53880,shopping,127,5
66230,utility,19,1
53680,other,14,3
68640,other,87,17
17262,other,34,9
11262,other,84,15
29577,other,29,6
52955,other,77,37
35727,utility,39,6
68661,other,26,4
35356,other,39,21
4372,other,17,1
68186,other,41,8
16658,other,15,2
9841,utility,36,12
42157,travel,119,7
49399,finance,134,19
45223,news,51,12
68493,other,86,23
22593,other,15,5
23361,shopping,65,13
432,other,10,1
40394,other,46,10
47097,other,102,21
57135,other,73,12
11414,other,33,9
12668,other,30,6
67036,other,105,27
70963,other,16,3
30354,other,59,12
32363,other,33,7
42533,other,24,1
362,other,60,15
59232,other,62,13
2060,other,46,6
1120,other,63,23
33219,social,6,1
55277,news,39,5
33545,other,54,8
33756,other,32,1
5129,other,44,10
30188,other,22,3
25849,other,94,17
43240,games,54,14
28500,other,69,11
63579,other,67,17
14129,other,48,9
51331,other,47,11
27235,other,156,10
35792,other,23,5
63793,other,89,11
1195,utility,72,10
4673,other,183,36
28798,utility,57,8
69397,shopping,42,7
20240,other,29,6
32891,news,73,15
36164,other,17,5
53457,other,50,9
19178,other,20,2
72137,other,33,5
58274,other,27,3
3545,other,58,26
44490,other,102,16
54840,other,83,20
5043,other,31,2
51316,utility,61,19
55456,other,141,18
25225,other,16,8
37728,news,24,1
26109,other,24,3
47861,games,14,1
20308,other,26,8
3834,other,89,20
30832,games,18,2
49957,other,47,2
32087,games,18,2
39831,food,23,4
45925,other,17,1
18803,other,6,1
23889,other,33,8
5314,other,65,2
19258,other,33,7
48386,other,31,5
45871,other,26,3
70925,other,47,8
62793,other,122,20
23596,other,52,13
19230,utility,48,9
30619,other,41,3
55578,other,31,8
56666,other,54,4
44689,other,16,1
19032,utility,78,12
66416,other,61,14
916,food,116,16
19730,other,77,17
53402,other,30,5
47360,shopping,42,5
20671,travel,68,13
31187,other,88,23
1453,other,82,16
46880,finance,39,7
4531,other,34,5
57595,other,82,10
17917,other,59,2
22454,other,65,21
31194,other,33,6
65414,other,38,13
19755,other,18,5
581,other,26,1
69644,finance,30,2
60573,other,13,3
7427,other,26,2
37528,other,23,3
37350,other,54,13
3025,finance,14,5
39446,other,27,1
59307,other,13,5
6425,other,25,4
52054,utility,23,6
58831,health,44,12
28345,utility,21,3
20255,other,11,1
61489,other,21,1
6914,shopping,91,14
17177,other,59,13
18790,games,27,7
22492,other,21,2
11721,other,18,5
60375,other,24,5
50400,other,66,9
50704,utility,47,11
27874,other,16,3
49970,other,59,10
47502,other,22,1
50423,finance,59,8
25489,other,36,15
68807,other,38,6
8318,utility,129,25
6619,other,47,12
55507,games,39,8
11715,other,26,5
71073,other,19,5
15321,news,82,20
55554,other,25,1
69055,other,58,11
4162,other,20,4
71137,other,15,1
43304,other,57,12
65840,utility,17,3
49906,news,19,1
41111,utility,30,4
57106,other,41,10
52965,other,22,3
7433,other,36,6
22444,other,6,1
35810,other,90,8
42635,news,35,10
41433,other,20,5
19194,other,117,5
21047,other,84,14
23013,other,25,4
25157,other,56,6
70357,other,8,1
37175,social,8,2
66943,shopping,17,2
10990,travel,47,5
281,news,78,4
37468,other,14,2
24931,games,46,3
59097,other,42,2
54428,other,31,8
23626,other,119,23
60084,other,118,20
23730,other,8,1
14423,other,31,14
21965,health,32,6
3920,other,33,7
50710,utility,194,7
6629,other,8,3
55537,shopping,6,1
31774,other,67,7
40368,other,29,5
26507,travel,37,8
38412,other,177,20
36940,other,11,2
7716,other,6,1
94,shopping,31,9
50136,other,37,13
66850,other,23,11
64436,other,100,9
8702,other,22,5
57642,shopping,46,14
30863,other,109,20
36245,other,180,36
50373,other,102,4
59105,other,29,6
47804,news,82,9
70729,other,39,13
45545,other,34,7
44781,travel,29,12
52350,other,43,5
56605,utility,7,2
61972,other,67,20
12593,other,93,17
44487,games,21,1
17351,other,47,3
39997,other,69,7
4033,other,177,32
64614,other,85,16
12831,games,8,3
26443,news,54,8
44363,other,21,3
45649,other,17,5
36333,other,41,7
58633,other,27,7
12638,other,18,2
46903,other,22,4
35807,other,91,8
4421,other,23,11
8068,other,18,1
9019,other,25,5
69174,other,8,2
22808,other,40,8
29494,news,99,31
39216,other,24,5
7217,other,49,6
30322,other,7,1
61135,social,7,1
64650,other,15,3
29162,other,26,8
4061,other,10,2
2124,other,20,2
38070,food,46,1
29695,other,53,8
50476,food,88,11
66377,other,79,12
55669,games,64,22
44260,other,108,15
8625,social,21,2
40753,other,50,16
68432,utility,121,13
52757,food,65,14
40000,other,12,2
16074,other,20,5
57792,other,41,15
4320,other,143,27
17595,other,13,1
22139,other,17,6
61465,news,43,9
4868,other,28,5
56105,travel,253,8
46188,other,188,14
19036,social,7,1
36179,news,54,3
71193,other,28,6
31670,other,22,7
39951,other,62,15
11643,other,67,16
22077,other,45,6
40134,other,35,7
48975,utility,68,18
57146,other,16,4
23566,other,24,5
70227,games,5,1
16050,other,47,12
66866,other,21,7
6772,other,159,16
55802,other,17,3
52906,shopping,58,12
57069,other,45,14
62562,other,27,5
2106,other,27,8
57528,other,45,13
58486,other,47,10
18264,food,58,5
70138,social,7,2
17653,other,14,4
56730,other,23,4
39857,news,11,3
51873,other,70,10
34254,other,15,3
15692,other,61,18
6693,games,5,1
56793,other,17,3
35572,other,26,3
58086,other,38,8
62222,other,108,40
43915,other,47,6
50406,other,18,5
20782,other,46,6
35230,other,21,1
71548,other,69,12
35350,other,66,20
711,other,109,24
60762,other,49,1
21547,food,25,8
32471,utility,73,5
47403,other,11,4
53646,other,92,11
20098,games,14,1
20936,other,206,71
19696,finance,39,3
66060,utility,42,10
72050,other,36,7
57108,other,43,1
13413,other,54,11
37891,utility,50,14
3056,other,46,12
30653,other,13,2
7057,other,22,6
60785,health,51,14
39648,social,56,9
29344,travel,35,6
51372,social,48,7
22209,news,18,1
17865,other,59,7
18792,games,22,2
23628,other,73,10
10210,other,29,7
51107,other,35,10
6057,other,80,11
26914,other,92,7
10814,other,48,7
40433,other,10,3
43015,other,12,4
43078,other,27,7
46006,other,38,12
63274,other,46,7
10362,other,30,8
50139,other,46,18
42760,travel,12,1
25960,shopping,73,11
24566,other,46,7
8035,other,60,11
53643,other,51,10
41559,other,32,11
8801,other,24,4
37270,other,34,8
39379,other,63,7
15316,other,14,3
49670,other,33,4
49590,other,22,9
66549,other,16,3
2638,other,33,7
46244,other,154,26
28650,other,55,3
68447,other,46,12
9931,other,16,6
46893,other,22,1
6414,other,34,3
64492,other,61,18
69728,other,25,7
1324,other,54,13
22498,productivity,27,10
19960,other,23,4
13672,other,13,1
53188,other,57,20
33354,other,90,16
12436,food,35,12
19746,other,12,1
12144,other,84,15
54165,other,46,4
48178,other,205,11
65321,other,14,3
49806,other,23,3
9751,other,31,6
32214,other,56,10
15886,other,67,8
13248,other,71,6
17325,other,36,11
37704,other,97,37
2204,other,12,2
20881,other,21,5
54474,social,20,4
29061,other,54,9
50349,other,36,8
7236,other,49,11
55790,finance,32,12
56333,utility,10,1
49267,health,99,24
47825,other,67,10
61997,other,31,5
47201,other,92,15
67579,other,113,16
66923,other,64,12
59535,other,41,8
48250,other,14,1
34086,other,77,5
68472,other,13,4
16250,other,44,15
60779,other,73,22
29997,other,9,3
31605,shopping,58,9
34604,social,27,5
35247,travel,47,2
64148,other,43,5
14514,other,29,7
60125,other,24,1
38396,news,97,5
65656,shopping,18,2
4645,other,98,19
14339,other,68,12
29598,other,23,7
41238,other,14,3
18980,other,78,28
18170,other,65,20
56006,other,39,9
2840,other,34,9
32080,other,7,1
44892,social,20,4
37511,other,19,4
44743,social,7,1
24078,health,29,6
56087,other,98,3
24030,other,18,2
50405,other,18,1
13887,other,44,1
17350,other,36,15
47770,productivity,42,17
9941,other,83,12
51530,other,24,7
45004,other,29,6
15883,other,10,3
42088,games,46,7
57898,other,42,1
55588,other,19,4
4991,social,19,6
62049,other,17,7
56765,other,75,20
29250,other,24,4
3838,other,61,10
50201,other,33,7
31115,other,19,5
27387,other,8,1
68157,food,9,1
48,other,17,3
7181,other,34,8
33660,other,123,4
18668,other,19,5
50545,other,24,3
47229,other,34,11
42940,other,14,1
44425,other,33,6
58226,food,21,4
51729,health,53,4
68700,shopping,100,18
42700,other,12,1
63312,shopping,29,5
22147,other,33,6
50236,other,26,5
25604,news,7,2
56884,social,7,1
29448,other,28,9
23030,other,4,1
10095,utility,7,1
17906,other,43,12
11587,other,50,3
40846,other,17,6
51312,other,83,15
62578,other,68,10
17889,other,6,1
58776,other,30,1
23922,other,43,8
62759,other,111,24
50607,other,38,8
37564,other,66,9
66210,other,35,2
13029,other,84,20
32378,other,21,7
33396,other,18,7
47080,travel,27,7
63184,games,34,5
52094,other,24,5
24235,other,20,1
10755,other,26,2
52304,other,73,6
23518,news,38,6
55672,other,31,2
28892,other,41,17
2704,other,39,9
62170,other,18,5
14531,other,53,2
30541,other,21,5
30054,other,44,11
43591,other,32,2
72129,other,22,2
317,other,103,11
60675,other,26,9
10385,utility,48,9
68612,utility,21,3
55410,other,35,7
32347,travel,23,10
68434,utility,67,17
36362,other,19,1
66745,games,27,1
4762,food,78,25
66423,other,27,6
11929,finance,30,8
64930,other,45,9
8225,news,44,10
749,other,70,32
32164,other,21,1
6504,other,27,4
69376,other,19,2
54507,other,62,10
41769,other,65,14
41471,social,56,9
62608,shopping,50,23
12360,other,42,16
52730,other,6,1
19070,other,30,10
4192,other,93,7
2050,other,21,2
51422,other,62,11
71253,other,45,1
9777,utility,47,8
32466,utility,20,5
40678,travel,26,9
61786,other,28,3
63752,other,54,10
37522,other,19,2
59112,other,63,10
13743,other,64,21
7490,social,46,9
44511,other,13,2
3,health,19,4
47368,other,67,2
57953,news,28,4
54852,other,66,18
31056,other,27,3
8832,other,14,4
45529,news,9,1
66707,other,29,5
23982,games,69,13
48133,other,85,9
55375,other,57,13
68058,other,48,2
62757,social,7,1
6252,other,19,7
7914,other,50,7
14428,other,16,3
20025,other,31,9
28820,other,21,7
65501,other,14,2
12056,shopping,20,4
32727,other,5,1
35010,other,52,5
51376,social,45,4
4540,other,28,5
65600,games,44,5
21191,other,9,2
47747,other,147,11
49976,other,14,2
35957,other,12,2
70784,other,138,10
49282,other,21,2
17822,games,80,14
61685,social,7,1
59682,utility,49,6
30574,social,12,1
56674,utility,20,2
70064,other,103,15
5697,other,72,19
12097,other,10,3
28202,utility,29,6
37518,other,15,1
15806,games,24,1
42980,other,64,19
25945,other,55,1
34791,other,40,2
69727,other,18,7
7870,other,20,2
30205,other,25,7
24520,finance,57,9
44773,other,60,13
30187,other,49,5
21818,other,42,14
17536,other,43,3
34948,news,40,18
61848,other,8,3
12493,other,8,1
8956,other,8,3
23583,other,15,5
16214,travel,24,5
39495,other,8,3
43549,other,6,1
11645,other,14,1
62720,social,81,3
42007,other,44,12
43163,other,11,2
20419,travel,82,11
9622,games,46,7
32790,other,15,2
42066,other,18,5
58435,other,14,1
44678,other,50,4
30711,news,48,16
61254,news,21,1
31929,news,96,28
19612,other,49,12
60843,other,53,9
16576,news,86,18
64277,utility,39,6
44211,other,33,7
54765,other,27,4
18868,other,24,7
69795,other,52,7
57928,other,24,7
12423,other,16,3
40479,other,75,5
35818,other,68,9
57210,other,45,9
44597,utility,42,8
17760,other,79,3
10245,other,29,5
7140,other,32,12
12932,travel,58,8
55488,other,25,5
49223,other,19,5
15833,shopping,34,9
65830,social,7,1
40973,other,71,12
13067,travel,19,3
16906,other,28,3
44482,games,6,2
60617,other,10,3
9643,other,22,3
59303,other,58,2
30838,other,19,3
11475,other,71,20
48144,other,36,5
60128,other,11,3
30818,productivity,92,14
52179,other,45,8
71839,other,25,3
31435,other,45,7
23470,other,47,17
2297,other,61,21
29211,other,8,3
28549,other,61,13
70325,food,20,5
70693,other,29,10
61048,other,19,1
39327,other,33,3
54414,other,18,3
17871,other,92,17
28277,other,19,3
20026,other,30,8
20629,news,77,6
28335,productivity,42,12
17675,other,22,2
11003,other,52,3
5113,other,30,10
4702,other,30,10
44083,news,10,1
16863,other,22,1
23870,other,77,16
45944,other,78,18
33437,other,55,5
46367,other,89,9
31248,other,40,9
28173,other,33,8
19458,other,30,10
5662,other,8,3
6306,other,21,6
67529,other,35,7
47934,shopping,22,10
26386,other,75,3
21576,social,9,1
1478,shopping,22,5
30773,utility,21,3
50483,food,168,17
3270,other,19,3
67017,travel,46,7
39486,utility,63,18
13367,other,55,14
68193,other,155,6
11921,other,27,12
41233,other,8,2
54690,other,121,38
13349,other,17,5
17120,other,63,9
35543,other,101,8
68241,utility,33,3
15766,other,162,24
66248,other,23,1
3610,other,53,15
22083,other,18,3
56639,other,29,7
871,other,81,23
49125,other,89,21
51560,other,26,2
65198,other,48,17
5568,other,62,12
56303,other,6,1
39622,social,48,9
50667,news,36,5
33774,other,77,15
7902,other,23,5
32288,games,24,3
63965,other,51,6
23317,news,66,7
57162,games,41,10
60122,social,31,3
5440,games,120,6
69660,other,23,1
71973,other,140,15
15264,other,72,7
59944,other,59,2
605,other,13,2
40900,other,93,16
71454,other,118,11
8040,other,8,3
16238,other,28,8
63638,other,12,3
62959,social,14,6
56259,travel,74,11
4107,other,7,1
16516,other,98,24
40252,other,42,12
30713,news,62,14
68802,games,54,7
52605,other,25,7
56991,other,49,16
6064,other,19,2
7141,other,19,5
68901,other,18,1
2554,other,74,16
25007,other,12,2
19641,other,33,7
6663,other,9,1
27257,other,33,7
34285,other,61,3
36110,shopping,74,5
22404,other,46,8
56319,other,56,6
54054,utility,97,11
32152,other,83,11
62084,other,9,1
31765,other,26,5
40110,other,48,18
42365,other,14,5
12001,other,21,2
14372,other,67,16
41536,other,57,14
17579,other,18,3
33514,other,80,14
41740,utility,243,7
40603,other,50,11
21541,other,4,1
28931,travel,37,8
60735,other,42,9
3333,other,100,26
49890,other,16,3
4797,other,26,10
18519,productivity,24,1
43673,other,46,7
16896,other,58,16
36995,news,92,31
63972,other,30,3
57271,travel,122,30
66965,other,32,18
17195,other,145,32
31842,utility,14,1
46805,shopping,80,6
52958,other,18,2
1476,other,13,2
62306,social,45,9
8292,other,66,15
45298,other,47,1
40587,other,124,3
70639,other,88,15
4899,food,65,10
37492,other,16,2
70460,other,42,5
51000,other,33,2
26317,other,22,2
46280,other,33,5
20729,other,34,8
41976,news,60,11
35556,other,80,17
14419,other,26,11
32826,other,84,33
23981,games,63,11
63727,other,40,14
5597,other,21,3
49016,other,47,8
38658,other,17,3
68255,utility,65,8
38956,other,15,3
47512,utility,69,17
61999,other,15,4
32915,utility,45,12
46073,other,52,15
55974,other,33,7
25846,other,12,1
21688,other,16,6
53839,other,88,3
54320,shopping,44,12
69859,other,83,15
58901,other,28,5
571,other,6,1
47940,other,10,2
65233,other,17,3
67157,other,46,11
17667,other,54,32
49090,social,65,14
49336,other,40,15
40703,other,42,1
31808,health,10,1
